記錄號碼,更新人,建立人,更新時間,建立時間,客戶/供應商代號,客戶/供應商名稱,客戶/供應商類型,統一編號,客戶類別,負責業務 (擇一即可),收貨地址(可刪除),供應商類別,國別/城市別,產業類別 (類型為客戶時才顯示),客戶/供應商集團,發票地址,付款條件,付款方式,結帳日,特殊要求,幣別,運輸條件,公司網站,公司電話,公司傳真,發票郵遞區號,收貨郵遞區號(可刪除),負責業務(NAME)(擇一即可),業績歸屬,供應商簡碼,員工編號,員工姓名,清洗後地址,Latitude,Longitude
3883,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0111,華城電機股份有限公司,Customer,33284077,Local Customer,Darren,台北市大安區復興南路一段370號10F,,TW-N1 Taipei,EV Charging Station,華城電機股份有限公司,台北市大安區復興南路一段370號10F,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2704 7001,+886 3 473 6974,10656,10656,Darren Chang,Arron,,T023,張宏銘,台北市大安區復興南路一段370號,25.034811,121.543394
3884,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0110,隆宜企業有限公司,Customer,12789002,Local Customer,Darren,新北市淡水區沙崙里觀海路251-1號,,TW-N2 New Taipei,Others,隆宜企業有限公司,新北市淡水區沙崙里觀海路251-1號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2805 4135,,25155,25155,Darren Chang,Jack,,T023,張宏銘,新北市淡水區沙崙里觀海路251-1號,25.185612,121.42144
3885,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0109,國立台灣科技大學,Customer,4126516,Local Customer,Darren,台北市大安區基隆路四段43號,,TW-N1 Taipei,Research Institution,國立台灣科技大學,台北市大安區基隆路四段43號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2733 3141,,10607,10607,Darren Chang,Jack,,T023,張宏銘,台北市大安區基隆路四段43號,25.013743,121.54062
3886,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0108,立力企業社,Customer,17839804,Local Customer,Darren,台南市永康區八德街326巷28號,,TW-S2 Tainan,Others,立力企業社,台南市永康區八德街326巷28號,Cash on Delivery,Check,25.0,,TWD,,,+886 6 201 7476,,71090,71090,Darren Chang,Jack,,T023,張宏銘,台南市永康區八德街326巷28號,23.037723,120.255026
3887,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0107,宣光企業有限公司,Customer,75938325,Local Distributor,Darren,高雄市新興區中正三路160號7F~1,,TW-S3 Kaohsiung,Distributor,宣光企業有限公司,高雄市新興區中正三路160號7F~1,Prepaid,Check,25.0,,TWD,,,+886 7 237 0012,+886 7 237 0018,80052,80052,Darren Chang,Jack,,T023,張宏銘,高雄市新興區中正三路160號,22.631507,120.30406
3888,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0106,能碩科技股份有限公司,Customer,28381959,Local Customer,Darren,新竹縣竹東鎮中興路四段195號52管4樓406室,,TW-N5 Hsinchu,Others,能碩科技股份有限公司,新竹縣竹東鎮中興路四段195號52管4樓406室,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 583 3955,+886 3 582 8660,31057,31057,Darren Chang,Jack,,T023,張宏銘,新竹縣竹東鎮中興路四段195號,24.774329,121.047668
3889,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0105,強茂股份有限公司,Customer,22145016,Local Customer,Darren,高雄市岡山區岡山北路24號,,TW-S3 Kaohsiung,Power Semiconductor,強茂股份有限公司,高雄市岡山區岡山北路24號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 7 621 3121,+886 7 860 8911,82063,82063,Darren Chang,Jack,,T023,張宏銘,高雄市岡山區岡山北路24號,22.80916,120.284331
3583,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0104,MMB Drives Sp.z o.o.,Customer,,Int'l Customer,Kent,,,PL Poland,Others,MMB Drives Sp.z o.o.,,Prepaid,Remittance,25.0,,USD,EXW,,+48 58 347 1853,+48 58 347 1853,,,Kent Feng,Kent,,T001,馮耀賢,,,
3890,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0103,安泰通信工業有限公司,Customer,86210223,Local Customer,Darren,新北市新莊區建國二路38號,,TW-N2 New Taipei,Others,安泰通信工業有限公司,新北市新莊區建國二路38號,Cash on Delivery,Cash,25.0,,TWD,,,+886 2 2204 1234,+886 2 2205 6875,24265,24265,Darren Chang,Jack,,T023,張宏銘,新北市新莊區建國二路38號,25.02565,121.434413
3891,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0102,耀能科技股份有限公司,Customer,27818700,Local Customer,Darren,新竹市香山區埔前路27號,,TW-N5 Hsinchu,Others,耀能科技股份有限公司,新竹市香山區埔前路27號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 530 5689,+886 3 516 2980,30091,30091,Darren Chang,Jack,,T023,張宏銘,新竹市香山區埔前路27號,24.795848,120.939023
3584,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0101,SHENTEK Inc.,Customer,,Int'l Customer,Kent,,,US United States,Distributor,SHENTEK Inc.,,Prepaid,Remittance,25.0,,USD,EXW,,+1 516 939 2383,+1 516 939 2383,,,Kent Feng,Kent,,T001,馮耀賢,,,
3892,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0100,金永豐科技股份有限公司,Customer,97182462,Local Customer,Darren,台中市清水區下湳里中山路432~5號,,TW-M2 Taichung,Others,金永豐科技股份有限公司,台中市清水區下湳里中山路432~5號,Cash on Delivery,Cash,25.0,,TWD,,,+886 4 9267 2966,+886 4 9267 2967,43653,43653,Darren Chang,Jack,,T023,張宏銘,台中市清水區下湳里中山路432~5號,24.278943,120.581482
3893,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0099,維駿行企業有限公司,Customer,23828798,Local Customer,Darren,台中市烏日區溪南路一段986巷156號,,TW-M2 Taichung,Repair Service,維駿行企業有限公司,台中市烏日區溪南路一段986巷156號,Cash on Delivery,Check,25.0,,TWD,,,+886 4 2335 4901,+886 4 2335 4413,41464,41464,Darren Chang,Jack,,T023,張宏銘,台中市烏日區溪南路一段986巷156號,24.071753,120.639992
3894,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0098,順安電料行,Customer,28671330,Local Customer,Darren,台北市大同區錦西街114號,,TW-N1 Taipei,Distributor,順安電料行,台北市大同區錦西街114號,Cash on Delivery,Cash,25.0,,TWD,,,+886 2 2557 3539,+886 2 2553 5228,10359,10359,Darren Chang,Jack,,T023,張宏銘,台北市大同區錦西街114號,25.060133,121.517611
3895,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0097,立盈科技股份有限公司,Customer,80413313,Local Customer,Darren,新竹縣湖口鄉湖南村光復北路21巷6-3號,,TW-N5 Hsinchu,Others,立盈科技股份有限公司,新竹縣湖口鄉湖南村光復北路21巷6-3號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 598 2095,+886 3 598 2096,30351,30351,Darren Chang,Jack,,T023,張宏銘,新竹縣湖口鄉湖南村光復北路21巷6-3號,24.87416,121.035251
3585,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0096,"Alpha Electric Co., Ltd.",Customer,,Int'l Customer,Kent,,,KR Korea,Others,"Alpha Electric Co., Ltd.",,Prepaid,Remittance,25.0,,USD,EXW,,+82 53 604 5040,+82 53 604 5040,,,Kent Feng,Kent,,T001,馮耀賢,,,
3896,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0095,中興電工機械股份有限公司,Customer,33029464,Local Customer,Darren,桃園市龜山區文德路25號 (林口工三工業區),,TW-N4 Taoyuan,Others,中興電工機械股份有限公司,桃園市龜山區文德路25號 (林口工三工業區),Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 328 4170,+886 3 328 4155,33383,33383,Darren Chang,Jack,,T023,張宏銘,桃園市龜山區文德路25號,25.057216,121.379825
3586,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0094,Midoriya Electric Korea,Customer,,Int'l Customer,Kent,,,KR Korea,Distributor,Midoriya Electric Korea,,Prepaid,Remittance,25.0,,USD,EXW,,+82 2 556 5288,+82 2 556 5288,,,Kent Feng,Kent,,T001,馮耀賢,,,
3587,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0093,R3Tec GmbH,Customer,,Int'l Distributor,Kent,"Schleissheimer Str. 74,85221 Dachau, Germany",,DE Germany,Distributor,R3Tec GmbH,"Schleissheimer Str. 74,85221 Dachau, Germany",Prepaid,Remittance,25.0,,EUR,EXW,https://www.r3tec-deutschland.de/,+49 61 3188 59803,+49 61 3188 59803,85221,85221,Kent Feng,Kent,,T001,馮耀賢,"Schleissheimer Str. 74,85221 Dachau, Germany",22.632697,120.346933
3897,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0092,東鴻電子股份有限公司,Customer,86315850,Local Customer,Darren,台北市北投區關渡路68-1號8F,,TW-N1 Taipei,Others,東鴻電子股份有限公司,台北市北投區關渡路68-1號8F,Cash on Delivery,Check,25.0,,TWD,,,+886 2 8809 4529,+886 2 8809 4529,11261,11261,Darren Chang,Jack,,T023,張宏銘,台北市北投區關渡路68-1號,25.120463,121.469269
3898,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0091,民倉企業有限公司,Customer,69381264,Local Distributor,Darren,台南市中西區民族路三段265號,,TW-S2 Tainan,Distributor,民倉企業有限公司,台南市中西區民族路三段265號,EOM 30,Remittance,25.0,,TWD,,,+886 6 221 8968,+886 6 224 6315,70060,70060,Darren Chang,Jack,,T023,張宏銘,台南市中西區民族路三段265號,22.99975,120.19292
3899,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0090,介鴻興科技有限公司,Customer,28952388,Local Customer,Darren,高雄市燕巢區安招里安林五街11號,,TW-S3 Kaohsiung,Induction Heating,介鴻興科技有限公司,高雄市燕巢區安招里安林五街11號,EOM 30,Remittance,25.0,,TWD,,,+886 7 616 8282,+886 7 616 5243,82443,82443,Darren Chang,Jack,,T023,張宏銘,高雄市燕巢區安招里安林五街11號,22.786228,120.330172
3900,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0089,祿將電機企業有限公司,Customer,22385726,Local Customer,Darren,台南市永康區大橋一街215-2號,,TW-S2 Tainan,Others,祿將電機企業有限公司,台南市永康區大橋一街215-2號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 6 231 4757~9,+886 6 302 5616,71083,71083,Darren Chang,Jack,,T023,張宏銘,台南市永康區大橋一街215-2號,23.017425,120.228632
3901,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0088,亞達利電機有限公司,Customer,27654039,Local Customer,Darren,台中市北屯區軍功路二段376~1號,,TW-M2 Taichung,Welding Machine,亞達利電機有限公司,台中市北屯區景賢二路556號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 2239 7550,+886 4 2239 5233,40642,40643,Darren Chang,Jack,,T023,張宏銘,台中市北屯區軍功路二段376~1號,24.183032,120.719443
3902,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0087_1,高佺有限公司,Customer,86912548,Local Customer,Darren,高雄市仁武區鳳仁路117號,,TW-S3 Kaohsiung,Others,翊勝企業有限公司,高雄市仁武區鳳仁路117號,EOM 30,Remittance,25.0,,TWD,,,+886 7 375 5968,+886 7 375 5967,81462,81462,Darren Chang,Jack,,T023,張宏銘,高雄市仁武區鳳仁路117號,22.692203,120.349701
3903,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0087,翊勝企業有限公司,Customer,22546758,Local Customer,Darren,高雄市仁武區鳳仁路117號,,TW-S3 Kaohsiung,Welding Machine,翊勝企業有限公司,高雄市仁武區鳳仁路117號,EOM 30,Remittance,25.0,,TWD,,,+886 7 375 5968,+886 7 375 5967,81462,81462,Darren Chang,Jack,,T023,張宏銘,高雄市仁武區鳳仁路117號,22.692203,120.349701
3588,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0086,Electrocomp,Customer,,Int'l Distributor,Kent,"Cnr. Galaxy Avenue & Electron street, Linbro Business Park - Sandton, Johannesburg, South Africa",,ZA South Africa,Distributor,Electrocomp,"Cnr. Galaxy Avenue & Electron street, Linbro Business Park - Sandton, Johannesburg, South Africa",Prepaid,Remittance,25.0,,USD,EXW,https://electrocomp.co.za/,+27 11 458 9000,+27 11 458 9034,2090,2090,Kent Feng,Kent,,T001,馮耀賢,"Cnr. Galaxy Avenue & Electron street, Linbro Business Park - Sandton, Johannesburg, South Africa",,
3904,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0085,銳格電子有限公司,Customer,53995619,Local Customer,Darren,桃園市平鎮區中豐路67號,,TW-N4 Taoyuan,Repair Service,銳格電子有限公司,桃園市平鎮區中豐路67號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 492 1057,+886 3 402 2343,32441,32441,Darren Chang,Jack,,T023,張宏銘,桃園市平鎮區中豐路67號,24.859879,121.207257
3905,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0084,俊江企業有限公司,Customer,36144776,Local Customer,Darren,新北市新莊區新泰路502巷42弄12號,,TW-N2 New Taipei,SCR Controller/Soft Starters,俊江企業有限公司,新北市新莊區新泰路502巷42弄12號,Cash on Delivery,Check,25.0,,TWD,,,+886 2 2994 6931,+886 2 2996 8908,24242,24242,Darren Chang,Jack,,T023,張宏銘,新北市新莊區新泰路502巷42弄12號,25.046164,121.44417
3589,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0083,SEM,Customer,,Int'l Customer,Kent,,,KR Korea,Distributor,SEM,,Prepaid,Remittance,25.0,,USD,EXW,,+82 54 975 4820,+82 54 975 4820,,,Kent Feng,Kent,,T001,馮耀賢,,,
3906,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0082,六逸科技股份有限公司,Customer,13066237,Local Customer,Darren,南投縣南投市南崗三路20號,,TW-M4 Nantou,Others,六逸科技股份有限公司,南投縣南投市南崗三路20號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 4 9226 0457,+886 4 9226 0453,54067,54067,Darren Chang,Jack,,T023,張宏銘,南投縣南投市南崗三路20號,23.932815,120.666436
3907,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0081,也成實業有限公司,Customer,89498848,Local Customer,Darren,新北市林口區南勢街5鄰67-5號,,TW-N2 New Taipei,Repair Service,也成實業有限公司,新北市林口區南勢街5鄰67-5號,Cash on Delivery,Cash,25.0,,TWD,,,+886 2 2609 6488,+886 2 2609 5431,24441,24441,Darren Chang,Jack,,T023,張宏銘,新北市林口區南勢街5鄰67-5號,25.074972,121.360841
3908,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0080,寧茂企業股份有限公司,Customer,52886780,Local Customer,Darren,台中市南屯區精科中二路18號,,TW-M2 Taichung,Motor Drive,寧茂企業股份有限公司,台中市西屯區工業區三十三路17號,EOM 30,Remittance,25.0,,TWD,,,+886 4 2359 5236,+886 4 2359 5235,40768,40852,Darren Chang,Arron,,T023,張宏銘,台中市南屯區精科中二路18號,24.150488,120.591034
3909,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0079,永兆五金有限公司,Customer,28790568,Local Customer,Darren,台中市大里區爽文路375號,,TW-M2 Taichung,Others,永兆五金有限公司,台中市大里區爽文路375號,Cash on Delivery,Check,25.0,,TWD,,,+886 4 2406 9287,+886 4 2406 0282,41283,41283,Darren Chang,Jack,,T023,張宏銘,台中市大里區爽文路375號,24.099021,120.674409
3910,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0078,穩建科技有限公司,Customer,28554754,Local Customer,Darren,新竹市東區食品路134巷49號,,TW-N5 Hsinchu,Repair Service,穩建科技有限公司,新竹市東區食品路134巷49號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 3 562 6333,+886 3 562 2666,30062,30062,Darren Chang,Jack,,T023,張宏銘,新竹市東區食品路134巷49號,24.798609,120.976172
3911,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0077,信泓電子有限公司,Customer,23181643,Local Customer,Darren,新北市中和區員山路611巷4弄33-2號,,TW-N2 New Taipei,Power Supply,信泓電子有限公司,新北市中和區員山路611巷4弄33-2號,EOM 30,Check,25.0,,TWD,,,+886 2 2225 3138,+886 2 2225 7068,23545,23545,Darren Chang,Jack,,T023,張宏銘,新北市中和區員山路611巷4弄33-2號,25.011336,121.47716
3912,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0076,鈦豐科技實業有限公司,Customer,28966030,Local Customer,Darren,新北市新店區民權路122巷3號,,TW-N2 New Taipei,Repair Service,鈦豐科技實業有限公司,新北市新店區民權路122巷3號,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 2218 5059,+886 2 2219 4277,23141,23141,Darren Chang,Jack,,T023,張宏銘,新北市新店區民權路122巷3號,24.981957,121.535381
3913,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0075,樂利士實業股份有限公司,Customer,27457023,Local Customer,Darren,高雄市路竹區北嶺六路77號 (高雄科學園區),,TW-S3 Kaohsiung,Others,樂利士實業股份有限公司,高雄市路竹區北嶺六路77號 (高雄科學園區),Prepaid,Remittance,25.0,,TWD,,,+886 7 695 5333,,82151,82151,Darren Chang,Jack,,T023,張宏銘,高雄市路竹區北嶺六路77號,22.830702,120.269703
3914,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0074,泉承電業有限公司,Customer,16986927,Local Distributor,Darren,新北市新莊區公園一路9號1樓,,TW-N2 New Taipei,Distributor,泉承電業有限公司,新北市新莊區公園一路9號1樓,Cash on Delivery,Remittance,25.0,,TWD,,,+886 2 8521 8210,+886 2 8521 6964,24244,24244,Darren Chang,Jack,,T023,張宏銘,新北市新莊區公園一路9號,25.037642,121.443115
3590,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0073,Micross Components Ltd.,Customer,,Int'l Customer,Kent,,,UK United Kingdom,Distributor,Micross Components Ltd.,,Prepaid,Remittance,25.0,,USD,EXW,,+44 16 0378 8967,+44 16 0378 8967,,,Kent Feng,Kent,,T001,馮耀賢,,,
3915,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0072,福峰工業股份有限公司,Customer,22402648,End User,Darren,桃園市龜山區復興三路398號 (華亞科技園區),,TW-N4 Taoyuan,Welding Machine,福峰工業股份有限公司,桃園市龜山區復興三路398號 (華亞科技園區),EOM 60,Check,25.0,,TWD,,,+886 3 211 5656,+886 3 211 5858,33383,33383,Darren Chang,Jack,,T023,張宏銘,桃園市龜山區復興三路398號,25.044264,121.370553
3916,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0071,長榮超音波股份有限公司,Customer,86268110,Local Customer,Darren,新北市新莊區五權一路13號1~2F (五股工業區),,TW-N2 New Taipei,Ultrasonic,長榮超音波股份有限公司,新北市新莊區五權一路13號1~2F (五股工業區),EOM 60,Check,25.0,,TWD,,,+886 2 2299 1501,+886 2 2299 5719,24892,24892,Darren Chang,Jack,,T023,張宏銘,新北市新莊區五權一路13號,25.064828,121.458029
3917,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0070,正意有限公司,Customer,89889140,Local Customer,Darren,新北市泰山區泰林路二段292巷8號,,TW-N2 New Taipei,Welding Machine,正意有限公司,新北市泰山區泰林路二段292巷8號,EOM 30,Check,25.0,,TWD,,,+886 2 2296 9952,+886 2 2296 2959,24344,24344,Darren Chang,Jack,,T023,張宏銘,新北市泰山區泰林路二段292巷8號,25.063042,121.431382
3591,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0069,Mr. Silke Hurst,Customer,,Int'l Customer,Kent,,,DE Germany,Distributor,Mr. Silke Hurst,,Prepaid,Remittance,25.0,,EUR,EXW,,+49 78 1206 228,+49 78 1206 228,,,Kent Feng,Kent,,T001,馮耀賢,,,
3918,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0068,亞能聚科技股份有限公司,Customer,28660690,Local Customer,Darren,台中市潭子區崇德路四段170巷33-6號,,TW-M2 Taichung,Induction Heating,亞能聚科技股份有限公司,台中市潭子區崇德路四段170巷33-6號,EOM 30,Check,25.0,,TWD,,,+886 4 2533 2833,+886 4 2533 3729,42756,42756,Darren Chang,Jack,,T023,張宏銘,台中市潭子區崇德路四段170巷33-6號,24.209291,120.686763
3919,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0067,亞力電機股份有限公司,Customer,3213392,Local Customer,Darren,台北市南港區三重路19 - 11號12F,,TW-N1 Taipei,Charger,亞力電機股份有限公司,台北市南港區三重路19 - 11號12F,EOM 30,Remittance,25.0,,TWD,,,+886 2 2655 3456,+886 2 2655 3388,11501,11501,Darren Chang,Jack,,T023,張宏銘,台北市南港區三重路19 - 11號,25.056525,121.613245
3920,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0066,友正電機股份有限公司,Customer,36135663,Local Customer,Darren,新北市樹林區大安路145巷10弄3號,,TW-N2 New Taipei,SCR Controller/Soft Starters,友正電機股份有限公司,新北市樹林區大安路145巷10弄3號,EOM 60,Check,25.0,,TWD,,,+886 2 2683 0007,+886 2 2681 7412,23847,23847,Darren Chang,Jack,,T023,張宏銘,新北市樹林區大安路145巷10弄3號,24.996293,121.422151
3921,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0065,陽岡科技股份有限公司,Customer,12848987,Local Customer,Darren,桃園市中壢區東園路61號,,TW-N4 Taoyuan,Motor Drive,陽岡科技股份有限公司,桃園市中壢區東園路61號,EOM 30,Remittance,25.0,,TWD,,,+886 3 462 9199,+886 3 462 8829,32063,32063,Darren Chang,Jack,,T023,張宏銘,桃園市中壢區東園路61號,24.98018,121.239267
3592,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0064,"CTC Hitech Co., Ltd.",Customer,,Int'l Customer,Kent,"#GA-1613~14, CHOONGANG CIRCULATION COMPLEX#15, 53-GIL, GYEONGIN-RO,GURO, SEOUL, S.KOREA, 08217",,KR Korea,Distributor,"CTC Hitech Co., Ltd.","#GA-1613~14, CHOONGANG CIRCULATION COMPLEX#15, 53-GIL, GYEONGIN-RO,GURO, SEOUL, S.KOREA, 08217",Prepaid,Remittance,25.0,,USD,EXW,,+82 22 689 3473,-8969,8217,8217,Kent Feng,Kent,,T001,馮耀賢,"#GA-1613~14, CHOONGANG CIRCULATION COMPLEX#15, 53-GIL, GYEONGIN-RO,GURO, SEOUL, S.KOREA, 08217",,
3593,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0063,EURO Entech Co.,Customer,,Int'l Customer,Kent,"16-210 Int'l Circulation Complex, 555-9 Hogye-dong, Dongan-gu, Anyang,  Korea",,KR Korea,Distributor,EURO Entech Co.,"16-210 Int'l Circulation Complex, 555-9 Hogye-dong, Dongan-gu, Anyang,  Korea",Prepaid,Remittance,25.0,,USD,EXW,,+82 31 479 7680,+82 31 479 7680,,431080,Kent Feng,Kent,,T001,馮耀賢,"16-210 Int'l Circulation Complex, 555-9 Hogye-dong, Dongan-gu, Anyang,  Korea",,
3594,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0062,Bernini Stefano,Customer,,Int'l Customer,Kent,"V. CIVIDALE FRIULI 15 MILAND, ITALY",,IT Italy,Others,Bernini Stefano,"V. CIVIDALE FRIULI 15 MILAND, ITALY",Prepaid,Remittance,25.0,,EUR,EXW,,+39 02 4891 5026,+39 02 4891 5026,,,Kent Feng,Kent,,T001,馮耀賢,"V. CIVIDALE FRIULI 15 MILAND, ITALY",,
3922,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0061_1,新銲成焊切設備有限公司,Customer,28728171,Local Customer,Darren,新竹縣竹北市中正西路1995號之1,,TW-N5 Hsinchu,Repair Service,新銲易企業有限公司,新竹縣竹北市中正西路1995號之1,Cash on Delivery,Check,25.0,,TWD,,,+886 3 556 6999,+886 3 556 6601,30284,30284,Darren Chang,Jack,,T023,張宏銘,新竹縣竹北市中正西路1995號之1,24.84174,120.95633
3923,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0061,新銲易企業有限公司,Customer,80243508,Local Customer,Darren,新竹縣竹北市中正西路1995號之1,,TW-N5 Hsinchu,Repair Service,新銲易企業有限公司,新竹縣竹北市中正西路1995號之1,Cash on Delivery,Check,25.0,,TWD,,,+886 3 556 6999,+886 3 556 6601,30284,30284,Darren Chang,Jack,,T023,張宏銘,新竹縣竹北市中正西路1995號之1,24.84174,120.95633
3924,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0060,康舒科技股份有限公司,Customer,12341051,Local Customer,Darren,新北市淡水區淡金路三段159號,,TW-N1 Taipei,Power Supply,康舒科技股份有限公司,台北市松山區南京東路五段99號11F,EOM 30,Remittance,25.0,,TWD,,,+886 2 2621 7672,+886 2 8631 4026,10571,25144,Darren Chang,Arron,,T023,張宏銘,新北市淡水區淡金路三段159號,25.202864,121.448461
3595,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0059,INELTRON GmbH,Customer,,Int'l Customer,Kent,"HugenottenstraBe 30 D  Friedrichsdorf, Germany",,DE Germany,Distributor,INELTRON GmbH,"HugenottenstraBe 30 D  Friedrichsdorf, Germany",Prepaid,Remittance,25.0,,EUR,EXW,,+49 61 7259 8809,+49 61 7259 8809,,61381,Kent Feng,Kent,,T001,馮耀賢,"HugenottenstraBe 30 D  Friedrichsdorf, Germany",,
3925,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0058,祥立機電有限公司,Customer,27671847,Local Customer,Darren,彰化縣和美鎮中圍里克東路283~285號,,TW-M3 Changhua,Induction Heating,祥立機電有限公司,彰化縣和美鎮中圍里克東路283~285號,EOM 30,Check,25.0,,TWD,,,+886 4 735 7398,+886 4 735 4852,50842,50842,Darren Chang,Jack,,T023,張宏銘,彰化縣和美鎮中圍里克東路283~285號,24.116084,120.534577
3596,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0057,Heinzinger Power Supplies,Customer,,Int'l Customer,Kent,"Anton-Jakob-straBe 4, Rosenheim, Germany",,DE Germany,Power Supply,Heinzinger Power Supplies,"Anton-Jakob-straBe 4, Rosenheim, Germany",Prepaid,Remittance,25.0,,EUR,EXW,,+49 80 3124 5868,+49 80 3124 5868,,836026,Kent Feng,Kent,,T001,馮耀賢,"Anton-Jakob-straBe 4, Rosenheim, Germany",,
3926,Administrator,Administrator,2025/12/16 11:46,2025/07/28 09:28,EIT-0056,皓恆科技股份有限公司,Customer,12980325,Local Customer,Darren,台北市內湖區新湖一路93號5樓,,TW-N1 Taipei,Others,皓恆科技股份有限公司,台北市內湖區新湖一路93號5樓,EOM 30,Check,25.0,,TWD,,,+886 2 2792 6976,+886 2 2792 7511,11494,11494,Darren Chang,Jack,,T023,張宏銘,台北市內湖區新湖一路93號,25.058568,121.57608
